prefix,publisher,journals,dois
10.4128,"Business Expert Press",0,0
10.5029,"Business History Society of Japan",3,939
10.5791,"Business Valuation Review Journal",1,768
10.7825,"Butler University, Irwin Library",1,527
10.12702,"Byte Systems - Solucoes Digitais",0,0
10.1079,"CABI Publishing",10,628
10.12774,"CABI Publishing - Evidence on Demand",0,0
10.3722,"CAD Solutions, LLC.",1,471
10.11119,"CADIME Centro Andaluz de Informacion de Medicamentos",3,19
10.3917,CAIRN,233,91803
10.2469,"CFA Institute",6,10183
10.11138,"CIC Edizioni Internazionali",5,34
10.11645,"CILIP Information Literacy Group",1,168
10.13180,"CLAWAR Association Limited",0,0
10.4000,"CLEO Revues.org",195,44833
10.13030,"CLOCKSS Archive",0,0
10.7714,CNPS,0,0
10.7744,"CNU Journal of Agricultural Science",1,67
10.5341,CO2CRC,0,0
10.2481,CODATA,1,487
10.1201,"CRC Press",1,9
10.3351,"CRESR, Sheffield Hallam University",1,78
10.1071,"CSIRO Publishing",39,77852
10.5300,CSTUG,2,334
10.3733,"California Agriculture",1,681
10.2742,"California Institute for Human Science",1,3
10.7574,"Cambridge Journal of International and Comparative Law",1,103
10.7244,"Cambridge Medicine Journal",1,48
10.1017,"Cambridge University Press",417,839036
10.7135,"Cambridge University Press (Anthem Press)",0,0
10.1375,"Cambridge University Press (Australian Academic Press)",7,499
10.4039,"Cambridge University Press (Entomological Society of Canada)",2,16115
10.5949,"Cambridge University Press (Liverpool University Press)",0,0
10.1557,"Cambridge University Press (Materials Research Society)",4,79369
10.5948,"Cambridge University Press (Mathematical Association of America)",0,0
10.7313,"Cambridge University Press (Nottingham University Press)",0,0
10.3815,"Cambridge University Press (Society for the Promotion of Roman Studies)",0,0
10.4021,"Canada-China Clinical Medicine Study Association",12,1585
10.5589,"Canadian Aeronautics and Space Institute",2,1035
10.2182,"Canadian Association of Occupational Therapists",0,0
10.5539,"Canadian Center of Science and Education",43,8489
10.5618,"Canadian Centre of Academic Art and Science",3,59
10.5770,"Canadian Geriatrics Society",1,55
10.5596,"Canadian Health Libraries Association",1,407
10.5558,"Canadian Institute of Forestry",0,0
10.5623,"Canadian Institute of Geomatics",1,145
10.5864,"Canadian Institute of Public Health Inspectors",0,0
10.4153,"Canadian Mathematical Society",2,9383
10.9778,"Canadian Medical Association",0,0
10.1503,"Canadian Medical Association",3,7851
10.3129,"Canadian Opthalmological Society",1,898
10.7870,"Canadian Periodical for Community Studies",1,19
10.3821,"Canadian Pharmacists Journal",0,0
10.1139,"Canadian Science Publishing",21,151149
10.7451,"Canadian Society for Bioengineering",1,14
10.4212,"Canadian Society of Hospital Pharmacists",1,468
10.5489,"Canadian Urological Association Journal",1,436
10.4296,"Canadian Water Resources Association",0,0
10.13034,"Canadian Young Scientist Journal/Revue Canadienne des Jeunes Scientifiques",0,0
10.3332,"Cancer Intelligence",1,248
10.1532,"Carden Jennings Publishing Co.",3,1087
10.4022,"Cardiofront, LLC",1,119
10.3139,"Carl Hanser Verlag GMBH & Co KG",2,1603
10.1559,"Cartography & Geographic Information Society",0,0
10.11115,"Caspian Journal of Applied Sciences Research",1,1
10.13113,Cedrus,1,20
10.7457,"Cellular and Molecular Exercise Physiology",1,2
10.5802,"Cellule MathDoc/CEDRAM",8,5730
10.3177,"Center for Academic Publications Japan",1,2875
10.4177,"Center for Applied Energy Research",1,38
10.3994,"Center for East Asian Studies",1,8
10.11130,"Center for Economic Integration",1,732
10.5349,"Center for Law and Policy",1,10
10.6022,"Center for Music Learning",1,4
10.2975,"Center for Psychiatric Rehabilitation",0,0
10.5198,"Center for Transportation Studies",1,68
10.3201,"Centers For Disease Control and Prevention",1,7433
10.5820,"Centers for American Indian and Alaska Native Health",1,387
10.5888,"Centers for Disease Control and Prevention",1,297
10.3114,"Centraalbureau voor Schimmelcultures",1,128
10.12955,"Central Bohemia University",0,0
10.7829,"Central European University Press",0,0
10.5150,"Centre Francais du Littoral",1,37
10.12796,"Centre for Advancement in Inclusive and Special Education",1,7
10.3108,"Centre for Bioscience",1,146
10.5937,"Centre for Evaluation in Education and Science",34,1744
10.5827,"Centre for Scripture & Theology",0,0
10.9751,"Centre for Theoretical Physics and Astrophysics",2,64
10.5568,"Centro Sperimentale Interuniversitario di Ricerca Stradale-Aeroportuale",1,8
10.7435,"Centro Universitario Italo Brasileiro",1,2
10.5841,"Centro de Estudos Latino-Americanos sobre Cultura e Comunicacao",1,127
10.7458,"Centro de Investigacao e Estudos de Sociologica",1,48
10.5477,"Centro de Investigaciones Sociologicas",1,78
10.7835,"Centrum Catolica",1,85
10.2109,"Ceramic Society of Japan",2,15858
10.5053,"Cevre Koruma ve Arastirma Vakfi",3,320
10.11566,"Chattagram Maa-O-Shishu Hospital Medical College",1,10
10.3854,"Chelonian Research Foundation",1,5
10.1273,"Chem-Bio Informatics Society",1,113
10.12777,"Chemical Engineering Diponegoro University",2,29
10.7598,"Chemical Science Transactions",1,294
10.12982,"Chiang Mai University",0,0
10.7721,"Children, Youth and Environments Center",1,18
10.11565,"Chimera Innova Group",1,8
10.12676,"China Communications Magazine, Co., Ltd.",0,0
10.4268,"China Journal of Chinese Materia Medica",1,2387
10.3724,"China Science Publishing & Media Ltd.",54,27930
10.5122,"Chinese Birds Press",1,112
10.5404,"Chinese Civilisation Centre",1,41
10.3319,"Chinese Geoscience Union",1,439
10.5875,"Chinese Institute of Automation Engineers",1,88
10.3901,"Chinese Journal of Mechanical Engineering",2,8699
10.4077,"Chinese Physiological Society",1,221
10.4068,"Chonnam National University Medical School (KAMJE)",1,185
10.11615,"Christ University Bangalore",0,0
10.12724,"Christ University Bangalore - Artha Journal of Social Sciences",0,0
10.12727,"Christ University Bangalore - Atna Journal of Tourism Studies",0,0
10.12728,"Christ University Bangalore - Christ University Law Journal",0,0
10.12723,"Christ University Bangalore - Mapana Journal of Sciences",0,0
10.12726,"Christ University Bangalore - Tattva Journal of Philosophy",0,0
10.12725,"Christ University Bangalore - Ushus Journal of Business Management",0,0
10.4203,"Civil-Comp, Ltd.",2,74
10.5642,"Claremont Colleges Library",7,512
10.5184,"Classical Association of the Middle West and South, Inc.",1,119
10.1346,"Clay Minerals Society",1,4044
10.3949,"Cleveland Clinic Journal of Medicine",1,5751
10.7754,"Clinical Laboratory Publications",1,223
10.5830,"Clinics Cardive Publishing",1,236
10.3402,"Co-Action Publishing",34,19109
10.3134,"Co-Action Publishing (Emerging Health Threats Forum CIC)",0,0
10.3885,"Co-Action Publishing Medical Education Online",0,0
10.4176,"CoAction Publishing Libyan Journal of Medicine Society",0,0
10.9753,"Coastal Engineering Reserach Council",1,859
10.3727,"Cognizant Communication Corp",18,3853
10.1261,"Cold Spring Harbor Laboratory Press",1,2896
10.1110,"Cold Spring Harbor Laboratory Press",0,0
10.1101,"Cold Spring Harbor Laboratory Press",7,24515
10.5095,"Coldev Editions",0,0
10.3900,"Colegio Brasileiro de Atividade Fisica Saude e Esporte",1,1083
10.5557,"Colegio Oficial de Bibliotecarios y Documentalistas de la Comunidad Valenciana",1,29
10.5093,"Colegio Oficial de Psicologos de Madrid",7,453
10.3202,"College Art Association",1,1786
10.3992,"College Publishing",2,371
10.4276,"College of Occupational Therapists",1,332
10.9740,"College of Psychiatric and Neurologic Pharmacists",0,0
10.1923,"Collegium Basilea",0,0
10.4024,"Collegium Basilea",2,222
10.7726,"Columbia International Publishing",26,109
10.7312,"Columbia University Press",0,0
10.5753,"Comissao Especial de Informatica na Educacao",1,107
10.1505,"Commonwealth Forestry Association",2,571
10.7548,"Communications in Information Literacy",0,0
10.3819,"Comparative Cognition Society",1,63
10.5129,"Comparative Politics",1,168
10.11125,"Compassos Coletivos",0,0
10.1591,"Competence Network Pediatric Oncology & Hematology",1,22
10.11139,"Computer Assisted Language Instruction Consortium CALICO",1,21
10.5242,"Computer Oriented Geology COGEO",0,0
10.5861,"Consortia Academia Publishing",6,201
10.7202,"Consortium Erudit",112,73315
10.12698,"Consortium for Policy Research in Education",0,0
10.7224,"Consortium of Multiple Sclerosis Centers",1,370
10.4211,"Consortium of Universities for the Advancement of Hydrologic Science, Inc.",0,0
10.5194,"Copernicus GmbH",50,37916
10.2173,"Cornell Lab of Ornithology",1,744
10.5728,"Cornell SEAP",1,39
10.7591,"Cornell University Press",0,0
10.1045,"Corporation for National Research Initiatives",1,911
10.11141,"Council for British Archaeology",1,335
10.5175,"Council on Social Work Education",1,308
10.13033,"Creative Decisions Foundation",0,0
10.5671,"Croatian Anthropological Society",1,44
10.5562,"Croatian Chemical Society",1,155
10.4154,"Croatian Geological Survey",1,67
10.7906,"Croatian Interdisciplinary Society",1,43
10.3325,"Croatian Medical Journal",1,572
10.11608,"Croatian Nurses Association",1,42
10.11613,"Croatian Society for Medical Biochemistry and Laboratory Medicine",1,259
10.5613,"Croatian Sociological Association",1,50
10.13082,"Crop Breeding and Applied Biotechnology",0,0
10.2135,"Crop Science Society of America",1,18932
10.1626,"Crop Science Society of Japan",2,6831
10.88888,CrossRef,0,0
10.13003,"CrossRef Prefix",0,0
10.13039,"CrossRef Prefix (FundRef)",0,0
10.50505,"CrossRef test prefix",16,5110
10.2221,"Cryogenic Association of Japan",1,2357
10.7197,"Cumhuriyet Medical Journal",1,123
10.7126,"Cumhuriyet University Faculty of Dentistry",1,75
10.7759,"Cureus, Inc.",1,123
10.2970,"Current Biodata",1,205
10.3190,"Czech Geological Society",2,160
10.3140,"Czech Geological Survey",1,307
10.7160,"Czech University of Life Sciences Prague",2,59
10.12783,"DEStech Publications",1,13
10.2507,"Daaam International",1,141
10.4187,"Daedalus Enterprises",1,790
10.12744,"Dahlitz Media Pty, Ltd.",1,13
10.5931,"Dalhousie Journal of Interdisciplinary Management",1,74
10.9739,"Damar Cerrahi Dergisi - Turkish Journal of Vascular Surgery",1,111
10.12801,"Dancecult: Journal of Electronic Dance Music Culture",0,0
10.3891,"Danish Chemical Society",1,16494
10.1349,"Dartmouth College Library Press",4,190
10.3113,"Data Trace Publishing Company",1,69
10.3943,"De Montfort University",1,6
10.2310,"Decker, Inc.",11,2492
10.12690,"Defence Counsel Journal",0,0
10.12708,"Delinat Instsitute",0,0
10.5003,"Demos Medical Publishing",2,122
10.5436,"Dental Hypotheses",1,55
10.5368,Dentaquest,2,315
10.2399,"Deomed Publishing",5,61
10.2535,"Department of Anatomy Keio University School of Medicine",1,239
10.7593,"Department of Biology",1,7
10.2349,"Department of Biomedical Imaging, University of Malaya",1,256
10.6066,"Department of Food Science and Technology, Bogor Agricultural University",1,19
10.7226,"Department of Forest Managment",1,40
10.11590,"Department of International Relations",2,21
10.5036,"Department of Mathematics, Faculty of Science",2,257
10.5666,"Department of Mathematics, Kyungpook National University",1,282
10.3144,"Department of Polymer Engineering Budapest University of Technology & Economics), Scientific Society of Mechanical Engineerin",1,711
10.11136,"Department of Qur'an and Hadith Studies",1,19
10.4127,"Department of Sport Management , University of Peloponnese",2,133
10.11140,"Departmento Expresion Grafica y Cartografia",0,0
10.3989,"Departmento de Publicaciones del CSIC",34,18367
10.5826,Derm101.com,1,103
10.5004,"Desalination Publications",0,0
10.5960,"Deutsche Zeitschrift fur Sportmedizin",1,1
10.5504,"Diagnosis Press, Ltd.",1,480
10.5087,"Dialogue and Discourse",0,0
10.5798,"Dicle Medical Journal/Dicle Tip Dergisi",1,296
10.3148,"Dietitians of Canada",1,437
10.9728,"Digital Contents Society",1,85
10.6025,"Digital Information Research Foundation",0,0
10.5693,"Digital Journal of Opthamology",1,30
10.7207,"Digital Preservation Coalition",0,0
10.3834,"Digital Science Press",2,1937
10.7749,Dinamia'cet-IUL,1,280
10.5202,"Dipartimento di Economia, Finanza e Statistica",1,53
10.5958,"Divan Enterprises Private Limited",40,1369
10.9782,"Division of International Special Education and Services  - DISES",1,15
10.12972,"Docuhut, Co., Ltd.",1,32
10.2147,"Dove Medical Press",123,11365
10.5002,"Dr. Akhilesh Pandey's Laboratory",0,0
10.1215,"Duke University Press",47,49710
10.4320,"Dulwich Centre Publicaitons",0,0
10.3790,"Duncker & Humblot GmbH",13,2080
10.7750,"Dundee Science Press",1,28
10.5414,"Dustri-Verlag Dr. Karl Feistle",11,7012
10.5172,"E-Content Management",11,4859
10.12739,"E-Journal of New World Sciences",12,43
10.5043,"E-Learning Network of Australia",0,0
10.1102,"E-MED LTD.",2,639
10.3997,"EAGE Publications",2,1083
10.1033,"EBSCO Publishing",1,89
10.7712,ECCOMAS,0,0
10.12948,"ECO-INFOSOC Research Center",1,29
10.7873,EDAA,0,0
10.5348,"EDORIUM, Pvt., Ltd.",5,174
10.2516,"EDP Sciences",1,2078
10.2515,"EDP Sciences",1,850
10.9742,"EDP Sciences",0,0
10.1051,"EDP Sciences",101,132552
10.12696,"EDUGAIT Press",0,0
10.6019,EMBL-EBI,0,0
10.7869,"EMED Publishing",2,143
10.4414,"EMH Swiss Medical Publishers, Ltd.",3,723
10.5530,"EManuscript Services",7,320
10.2462,"EPP Publications",1,360
10.7200,"ESIC Business and Marketing School",1,26
10.7262,"ESIC Business and Marketing School (REIMKE Journal)",0,0
10.7263,"ESIC Business and Marketing School, AdResearch Journal",1,18
10.5947,"EURICSE - European Research Institute on Cooperative and Social Enterprises",1,11
10.4281,EURP,1,115
10.12745,"Early Theatre",1,22
10.12947,EarthSpace,0,0
10.1193,"Earthquake Engineering Research Institute",1,1760
10.5000,"Earthquake Engineering Society of Korean",1,542
10.3763,Earthscan,4,234
10.3776,"East Carolina University",1,89
10.1890,"Ecological Society of America",6,12838
10.3825,"Ecology and Civil Engineering Society",1,278
10.7189,"Edinburgh University Global Health Society",1,40
10.13038,"Edinburgh University Library",0,0
10.3366,"Edinburgh University Press",46,18595
10.4074,"Editions NecPlus",6,960
10.4322,"Editora Cubo Multimidia",16,1392
10.5151,"Editora Edgard Blucher, Ltda.",0,0
10.5777,"Editora Unicentro",3,210
10.5533,"Editora da Universidade Federal Fluminense",3,260
10.5761,"Editorial Committee of Annals of Thoracic and Cardiovascular Surgery",1,486
10.7883,"Editorial Committee of Japanese Journal of Infectious Diseases, National Institute of Infectious Diseases",1,136
10.5538,"Editorial Glosa, S.L.",2,85
10.5732,"Editorial Office of Chinese Journal of Cancer",1,556
10.3799,"Editorial Office of Earth Science",1,341
10.11144,"Editorial Pontificia Universidad Javeriana",0,0
10.3941,EduRad,1,337
10.5838,"Educational Research e-Journal",1,29
10.7331,"Educational Travel Foundation",0,0
10.4337,"Edward Elgar Publishing",4,184
10.13062,"Ege Universitesi Turk Dunyasi Incelemeleri Dergisi",1,14
10.12714,"Ege University Faculty of Fisheries",1,8
10.12738,"Egitim Danismanligi ve Arastirmalari Merkezi - EDAM",1,31
10.5133,"Egyptian Journal of Surgery",1,1
10.3145,"El Profesional de la Informacion",1,1176
10.4262,"Electric Furnace Steel Forum",1,2533
10.13051,"Electronic Enlightenment Project",0,0
10.4218,"Electronics and Telecommunications Research Institute",1,1511
10.7153,"Element d.o.o.",5,1878
10.1016,Elsevier,3335,10957566
10.1006,"Elsevier - Academic Press",195,198276
10.1367,"Elsevier - Ambulatory Pediatric Associates",0,0
10.1602,"Elsevier - American Society for Experimental Neurotherapeutics",0,0
10.2353,"Elsevier - American Society for Investigative Pathology",0,0
10.1529,"Elsevier - Biophysical Society",0,0
10.3816,"Elsevier - CIG Media Group LP",12,3074
